種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
土木工程技術員,建築,工程師助理,"$14,000/按月",富華消防工程有限公司,"初中教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗,於工程地點內進行相關項目之維修工作
土木工程技術員,工程,工程總監助理員,"$14,000-$15,000/按月",晉業拓展工程建設有限公司,"高等教育,廣東話一般;普通話良好;英語一般","專業資格:熟悉政府工程法規及投標程序; 精通專業軟件;autocad, excel, word, ppt","1. 主理工程投標業務:詢/報價及專項成本分析, 制定投標文書及資料; 2. 制定及統籌/報行工程施工計劃; 3. 施工現場管理及協調; 4. 施工分判及設備/材料採購成本預算及控制; 5. 協助工程總監處理公司工程項目之相關業務;"
土木工程技術員,建築工程公司,工程協調員,"$14,000-$16,000/按月",浩鵬建築工程有限公司,"初中教育,中學程度或以上,廣東話良好;英語一般",1年相關工作經驗,負責和現場人員協調所需溝通，協助和客戶溝通，需要盡量配合現場管理
土木工程技術員,建築工程,工程技術助理,"$13,200-$13,700/按月",文新建築工程有限公司,"初中教育,廣東話良好",3年相關工作經驗,
土木工程技術員,建築,工地技術主任,"$13,000/按月",Jardine Schindler Lifts (Macao) Limited,"初中教育,初中,廣東話良好;略懂普通話;英語一般",5年相關工作經驗;職業技能:有相關專業認可證書更佳;專業資格:懂分析設計圖，有電梯安全及品質監管培訓知識,負責協助監管及控制前線員工電梯保養品質; 協助與零件供應商跟進零件訂單及質量要求; 定期與客人見面及跟進服務要求; 協助監督處理一般工地事務
技術支援人員,電訊公司,客戶服務中心後勤支援人員,"$12,000/按月",澳門電訊有限公司,"高等教育,廣東話良好;普通話良好;英語一般",2年相關工作經驗,"- 為零售、直銷、企業營銷及代理商提供後勤支援服務, - 處理客戶之相關申請服務並跟進所有程序以達至完成, - 解答客戶在服務及計費的諮詢"
技術支援人員,電訊公司,客戶服務中心後勤資訊技術支援人員,"$12,000/按月",澳門電訊有限公司,"高等教育,主修電腦科學/商業資訊系統，或相關課程,廣東話良好;普通話一般;英語一般","2年相關工作經驗;專業資格:- 具雲端及保安服務經驗為佳, - 良好溝通技巧、人際關係及組織能力, - 具團隊精神及抗壓能力","- 為雲端及保安服務提供售前支援工作, - 協助項目經理，製作項目方案，以及跟進流程, - 協助管理供應商，以配合業務需求, - 協助服務定價、策略計劃及服務表現評估"
技術支援人員,電訊公司,客戶服務中心技術支援人員,"$12,000/按月",澳門電訊有限公司,"高等教育,主修電腦科學 / 網絡工程或其他相關專業,廣東話良好;英語一般",2年相關工作經驗,"- 管理及監察個人電腦存貨目錄, - 負責個人電腦之裝置，維修，升級及支援工作, - 負責個人電腦軟件牌照購買及續期工作, - 處理個人電腦軟件之故障報告, - 負責LAN設線接駁工作"
電子技術員,專業安裝公司,技術總監,"$25,000/按月",建安科技,"高等教育,大專以上,廣東話良好;英語良好",5年相關工作經驗,"測試設備,電子技術方面協助"
電子技術員,清潔,高級電子系統技術員,"$15,000/按月",重慶三峰卡萬塔環境產業有限公司,"高中教育,null",2年相關工作經驗,負責焚燒爐作業面的電子類系統以及電子類設備設施的安裝、調試、維護工作。
電子技術員,資訊科技業,電子設備安裝員,"$14,000-$16,500/按月",天龍顧問工程有限公司,"高等教育,廣東話良好;普通話良好;英語一般","10年相關工作經驗;職業技能:word, excel;專業資格:extron pro","必須具有fMRI, fNIR , ECG, 超算系統（supermicro, Nvidia), 影音系統(extron, crestron,epson), 網路系統（cisco, h3c), 電力系統(APC, 施耐德）等經驗 具檢查，安裝, 維護, 駐場支援及填寫報告能力 協助送貨等相關安排 有星期六，日上班之可能"
電子技術員,專業安裝,電子技術員,"$12,500/按月",信通科技工程有限公司,"初中教育,廣東話良好",1年相關工作經驗,
網絡技術員,電訊公司,網絡技術員,"$13,000/按月",澳門電訊有限公司,"高等教育,主修網絡工程或相關資訊學科專業,廣東話良好;英語一般",1年相關工作經驗;專業資格:- 熟悉路由器設定及電腦軟件,"- 為流動通訊、固網、數據及互聯網之網絡提供技術支援, - 維護及處理網絡故障，為特別項目提供技術支援, - 支援網絡規劃及擴充工作, - 監察網絡績效以完善服務質素"
電腦技術員,銀行及金融中介,程序員,"$30,000-$35,000/按月",中國銀行股份有限公司澳門分行,"高等教育,計算機相關專業學士及以上學歷,廣東話一般;普通話良好;英語一般",5年相關工作經驗;職業技能:具至少3年從事銀行資訊科技相關工作經驗，熟悉銀行業務系統；熟悉JAVA，JavaScript，C，C++等計算機編程語言；熟悉Unix/Linux儲存，網絡相關知識，對數據庫（如Oracle、DB2等）有實踐經歷。,．負責銀行應用系統的需求分析、功能設計，研究、引入市場上成熟的數據分析模型、產品系統； ．擔任項目管理工作，與外部技術供應商協調，推進銀行應用系統的研發、測試及投產； ．負責各類應用系統、數據分析平台的日常維護、故障跟進及性能優化工作； ．負責制訂各類應用系統的技術標準和技術培訓計劃； ．定期跟蹤外部資訊科技的發展趨勢，為銀行業務創新提供意見和技術解決方案； ．具有金融機構的業務系統、智能設備或大數據工具等開發經歷者優先考慮； ‧ 承辦上級交辦的其他任務。
電腦技術員,科技發展,雲端計算工程師,"$30,000/按月",展浩科技發展有限公司,"高等教育,雲端計算工程相關學歷,廣東話良好",3年相關工作經驗;專業資格:linux系統運維、openstack雲平台的搭建與維護,"對物理機及華為視頻雲平台進行上電、佈線、調整bios等搭建平台之前相應的準備工作,解決實際運行中平台出現的問題,與客戶交流，確定客戶需求，擬定視頻雲解決方案,配合與其他應用系統及關於視頻雲的測試工作"
電腦技術員,資訊科技業,高級網絡工程師,"$25,000/按月",澳門正輝科技有限公司,"高等教育,廣東話良好;普通話一般;略懂葡語;英語一般",3年相關工作經驗,工作職責： - 負責網絡設備相關項目在澳門地區客戶的部署實施工作 - 負責設備安全策略的配置和優化 - 參與網絡設備相關項目及Server伺服器的運維管理設計與實施 - 參與參與網絡設備相關項目及Server伺服器的網路交互設計 - 支持客戶日常網路維護工作，同時承擔相關業務設備的日常調試維護工作 - 配合完成客戶網路運維的相關工作要求，包括技術交流，方案撰寫，設備配置，專案實施和產品培訓等; 崗位要求： - 學歷和專業要求：大專及以上，網路工程相關專業 - 工作經歷要求：3年以上工作經驗 - 崗位技能要求：有豐富的網路設計、設備組網、運維經驗; 有弱電工作經驗; 熟悉TCP/IP協定，掌握路由/交換知識 - 熟悉Cisco、H3C、HUAWEI、Aruba、Ruckus等廠商設備，並且掌握廠家設備的調試命令; - 熟悉網路設備、Server伺服器的安裝、調試、維護; 具備網路故障的分析、判斷、解決能力; - 具有撰寫技術文檔和手冊能力，良好的英文閱讀能力; - 有良好的溝通協調能力，工作嚴謹、細緻 - 具有很強的責任心和團隊合作精神。
電腦技術員,資訊科技業,Technical Consultant,"$25,000-$28,000/按月",Karin (Macau) Company Limited,"職業技術教育,Information Technology/Computer Science,廣東話良好;普通話良好;英語一般;其他語言:不需要","1年相關工作經驗;職業技能:Microsoft Word, PowerPoint and Excel;專業資格:1-3 years of Pre-sales technical experience in IT Network or ICT Infrastructure products and Solution; Hold Huawei Professional Technology Certification（e.g. HCIE or HCIP).","• This is a valuable opportunity for an experienced industry professional with strong core technical skills to join and add value to a dedicated and friendly team; • Provide technical support such as technical solutions design and product demonstration; • Create and deliver technical presentations internally and externally; • Deliver technical training and provide technical support to customers; • Interface with presale / project team, articulating customer requirement."
電腦技術員,電訊服務,網絡及信息安全技術經理,"$25,000-$30,000/按月",中國電信(澳門)有限公司,"高等教育,通信工程、電子科技或計算機,廣東話良好;普通話一般;英語一般",5年相關工作經驗;職業技能:至少熟練一種程式設計語言（Python、Java、PHP、Shell等）;專業資格:CCNP、CCIE,"1、負責IT系統主機、網絡相關硬件設備的規劃、建設與日常使用的統籌管理 2、負責統籌基於硬件、OS、存儲虛擬化等的維護工作的開展並進行管控 3、負責制定IT硬件平臺、業務系統、營業廳網絡設備定期巡檢計劃以及問題處理與優化指引方案，並下達實施 4、負責對公司內外服務日常安全性漏洞掃描和入侵偵測工作以及對安全隱患修復工作進行指導 5、負責最新的安全性漏洞研究, 最新安全動態的管控 6、負責公司安全事件的審計和分析"
電腦技術員,電腦公司,System Engineer 糸統技術員,"$25,000-$33,000/按月",CSA AUTOMATED (MACAU) LTD,"高等教育,IT/computer science related degree,廣東話良好;英語一般","3年相關工作經驗;專業資格:Know-how IT latest skill/knowledge on AI, face recognition, IBM, HP, DELL server & hardware knowledge",To provide IT ins
電腦技術員,中學,資訊科技教育人員,"$24,000-$24,500/按月",培華中學,"高等教育,(具備本科學位),廣東話良好;普通話良好;英語一般",5年相關工作經驗,負責組織及協調校內資訊科技教育計劃和活動，管理資訊設備網絡及系統安全，支援日常資訊科技等工作。工作認真、責任心強、服從安排，具有團隊合作精神。
電腦技術員,銀行及金融中介,科技研發專員,"$20,000-$25,000/按月",中國銀行股份有限公司澳門分行,"高等教育,具資訊科技或工程等相關專業學士或以上學歷,廣東話一般;普通話良好;英語一般",3年相關工作經驗;專業資格:具前沿科技項目開發、測試或系統運維工作經驗者優先考慮。,．根據行方發展規劃，負責跟進前沿科技項目的開發、測試、實施和對內培訓工作； ．負責對用戶體驗進行需求分析、功能設計，提升用戶體驗及系統運營效能； ．負責信息系統管理、人工智能、大數據應用工作，研發、引進相關前沿系統、模型； ．負責跟進銀行系統的網絡安全，以及機房伺服器設備的運維。 ． 承辦上級交辦的其他工作。
電腦技術員,資訊科技業,互聯網視音頻工程師,"$20,000-$26,000/按月",澳門安達斯有限公司,"高中教育,廣東話良好;普通話一般;英語一般",2年相關工作經驗;職業技能:須曾受最少兩年Avid後期制作訓練,"須隨客戶要求, 參與有關廣播視音頻系統的設計, 安裝及維修。"
電腦技術員,保險公司,電腦程式員,"$18,000/按月",忠誠澳門人壽保險股份有限公司,"高等教育,廣東話良好;普通話一般;英語一般",2年相關工作經驗;專業資格:有經驗,主要負責電腦編程、軟件
電腦技術員,IT Solutions,Analyst Programmer,"$18,000-$25,000/按月","NEC HONG KONG LIMITED, MACAU BRANCH","高等教育,Computer Science or related disciplines,廣東話良好;略懂普通話;英語一般",2年相關工作經驗;職業技能:Programming experience in .NET C# and JAVA,"- Responsible for whole software development life cycle includes coding, implementation, testing, system maintenance and documentation; - Perform application analysis, design and enhancement; and - Any ad-hoc tasks as assigned."
電腦技術員,科技公司,軟件技術員,"$18,000/按月",易研信息科技有限公司,"高中教育,廣東話良好;略懂普通話;略懂英語",3年相關工作經驗;專業資格:有相關工作經驗優先,
電腦技術員,電腦公司,Network Security Technician 網絡保安維護員,"$18,000-$20,000/按月",CSA AUTOMATED (MACAU) LTD,"高等教育,IT/computer science related degree,廣東話良好;英語一般","2年相關工作經驗;專業資格:Hands-on knowledge on WIndows, UNIX, network or datase","Perform IT security operation, risk/audit assessment & management; prepare security documentation & work with technical support on information security strategy, solution, implementation & maintenance"
電腦技術員,博彩機器公司,數據庫管理員,"$16,000-$20,000/按月",樂透（澳門）有限公司,"高等教育,大專程度或以上,廣東話良好;普通話良好;英語良好",5年相關工作經驗;專業資格:與數據庫管理相關的 IT 領域的學士學位，至少五年的全職 SQL Server 數據庫管理和/或工程經驗,設置和優化高可用性和集群解決方案，管理供應商數據集（定價、安全、基金業績、經濟），SQL Server 存儲過程、函數、視圖、SSIS 包和 SSRS 報告的性能調優，參與企業範圍的安全審計等。
電腦技術員,博彩業,電腦技術員,"$16,000-$22,000/按月",澳門彩票有限公司,"高中教育,高中,廣東話良好;普通話良好;英語良好",3年相關工作經驗;專業資格:熟悉企業常用的網絡設備及系統，具相關操作經驗,負責網絡、計算機軟硬體及相關設備的日常維護和保養，並確保其正常運行； 編寫程式及進行即時修復； 收集和分析各部門的信息化需求，協助提出解決方案； 對公司的電子信息安全情況進行檢查
電腦技術員,工程,技術督導員,"$16,000-$22,000/按月",華特工程(澳門)有限公司,"高中教育,廣東話良好;普通話一般;英語一般",10年相關工作經驗;專業資格:PMP/PRINCE II QUALIFICATION,負責監察和督導多媒體系統的安裝、調試和運作的情況，項目工程流程及工序安排，並確保現場工作環境的安全及項目進度切合工地實際情況。
電腦技術員,工程顧問公司,高壓電腦控制系統程式管理員,"$16,000-$18,000/按月",捷成顧問工程有限公司,"不論學歷,廣東話一般;普通話一般;略懂英語","5年相關工作經驗;職業技能:高中壓電工牌、相關電腦系統程式證書;專業資格:熟悉高中壓電腦控制系統(如PMS, DCS, SCADA等)程式的運行, 監察及操作. 需要時為系統作出編寫及修改",負責項目內的高中壓電腦控制系統程式的編寫、監察、操控及修改
電腦技術員,資訊科技業,系統技術員,"$15,000-$18,000/按月",維思科技有限公司,"高等教育,IT相關專業,廣東話良好;普通話良好;英語良好",5年相關工作經驗;專業資格:良好溝通技巧，有相關證書優先,- 處理服務器操作系統、備份、存儲、虛擬化、雲、監控解決方案的實施和維護 - 進行系統解決方案架構設計 - 系統解決方案故障排除和分析 - 與中國大陸或海外供應商溝通產品更新或支持服務 - 其他 I.T. 相關支持 - 需要非辦公時間工作 資格或經驗 - 信息技術或相關學位或更高學位 - 2年Windows服務器、Redhat Linux、Vmware、數據備份、監控、基礎網絡等相關工作經驗。 - 需持有RHSCA、VCP、MCSA 或相關認證 - 持有以下認證證書優先：VCAP、CISA 或 CISP
電腦技術員,信息科技公司,軟件開發人員,"$15,000-$15,500/按月",辰安信息科技一人有限公司,"高中教育,廣東話良好",1年相關工作經驗,負責軟件開發工作
電腦技術員,銀行及金融中介,數據庫管理員,"$15,000-$25,000/按月",中國銀行股份有限公司澳門分行,"高等教育,資訊科技相關專業學士或以上學歷,廣東話一般;普通話良好;英語一般",3年相關工作經驗;職業技能:具至少3年從事銀行資訊科技相關工作經驗，熟悉銀行業務系統； 須具有銀行同業業務系統管理及運維經歷，熟悉Unix/Linux，對數據庫（如Oracle、DB2等）有實操經驗。,- 負責銀行應用系統數據安全、生產運維和測試的需求分析、功能設計及投產； - 負責數據備份、調用、歸檔、銷毀等生命周期的全過程管理，制定相關數據備份策略和標準及執行； - 負責制定災備配置方案並排查各項故障及管理容災服務，推進銀行各類生產系統及數據處理的安全運行； - 負責開發、引進與持續優化系統監控工具，並對業務系統進行日常監控檢查、故障處理及善後措施； - 承辦上級交辦的其他工作。
電腦技術員,資訊科技業,項目助理,"$15,000-$25,000/按月",廣州市中智軟件開發有限公司澳門分公司,"高等教育,計算機相關專業,政務/財務/IT 相關專業本科學位,廣東話良好;普通話良好",2年相關工作經驗,職責： 1、協助項目經理進行項目管理工作； 2、跟進項目的進展、項目計劃維護； 3、協助撰寫各類項目相關文件。 任職條件： 2、具有軟件開發相關的行業知識； 3、層參與大型財政相關項目經驗優先； 4、具有良好的組織、溝通、協調能力； 5、具團體合作精神、能獨立處理及解決問題； 6、良好的普通話及廣東話讀寫能力。
電腦技術員,資訊科技業,電腦技術員,"$15,000-$18,000/按月",凱風電腦有限公司,"高等教育,大專程度或以上,廣東話良好;普通話一般;英語一般","3年相關工作經驗;職業技能:本科;專業資格:熟悉電腦硬件系統及列印設備之各項檢測技能,對系統進行重設,故障排除,具獨立工作能力",周邊系統設備維護，軟件及硬件安裝支援、存儲系統安防，技術支援
電腦技術員,出版、印刷及媒體業,App服務端開發人員,"$15,000-$30,000/按月",廣星傳訊有限公司,"職業技術教育,IT相關的專業,廣東話良好;普通話一般;英語良好",職業技能:IT相關的專業,1、根據產品需求，負責iOS和Android服務端的開發、測試，以及iOS和Android的APP與伺服器端的交互等； 2、負責伺服器端的功能開發和性能調優及和相關資料庫的維護管理。
電腦技術員,出版、印刷及媒體業,WEB(網頁)開發人員,"$15,000-$25,000/按月",廣星傳訊有限公司,"高等教育,網頁開發、IT等相關專業,廣東話良好;普通話一般;英語一般",3年相關工作經驗;專業資格:網頁開發、IT等相關專業,1、負責要求及指示開發及編寫互聯網軟件，亦需要負責測試互聯網系統、編寫文件記錄、用戶手冊及培訓用戶； 2、現有系統的日常維護及優化； 3、為其他部門員工提供技術支援；
電腦技術員,出版、印刷及媒體業,iOS(手機應用)開發人員,"$15,000-$25,000/按月",廣星傳訊有限公司,"高等教育,程序開發、IT等相關專業,廣東話良好;普通話一般;略懂英語",職業技能:程序開發、IT等相關專業,1、根據需求進行IOS系統移動端APP的設計與開發，參與專案的需求分析、產品設計、應用模組的開發和維護； 2、參與移動平臺軟體框架的研究，設計和實現、關鍵技術驗證和選型等工作； 3、按計劃獨立完成產品的開發工作，進行模組測試，能保證代碼品質； 4、學習和研究新的移動互聯網技術，應用到產品中，進行技術創新。
電腦技術員,出版、印刷及媒體業,App服務端開發人員,"$15,000-$30,000/按月",澳門有線電視股份有限公司,"職業技術教育,IT相關專業,廣東話良好;普通話一般;英語良好",5年相關工作經驗,1、根據產品需求，負責iOS和Android服務端的開發、測試，以及iOS和Android的APP與伺服器端的交互等； 2、負責伺服器端的功能開發和性能調優及和相關資料庫的維護管理。
電腦技術員,出版、印刷及媒體業,WEB(網頁)開發人員,"$15,000-$25,000/按月",澳門有線電視股份有限公司,"高等教育,網頁開發，IT相關專業,廣東話良好;普通話一般;英語一般",3年相關工作經驗;專業資格:網頁開發，IT相關專業,1、負責要求及指示開發及編寫互聯網軟件，亦需要負責測試互聯網系統、編寫文件記錄、用戶手冊及培訓用戶； 2、現有系統的日常維護及優化； 3、為其他部門員工提供技術支援；
電腦技術員,資訊科技業,電腦技術員/ IT Support,"$15,000-$18,000/按月",ServiceOne Technology Services Macau Limited,"高中教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗,"-     Manage daily system operation, installation, administration, and support of the internal network -     Liaise with vendors / support for hardware and software -     Participate in project activity and follow shop renovation process -     Perform helpdesk support service"
電腦技術員,資訊科技業,網絡維護專員,"$15,000/按月",澳門星瀚科技有限公司,"初中教育,初中程度,廣東話良好;略懂普通話;略懂英語",,負責客戶的網絡佈局、維護等工作
電腦技術員,學校,電腦程序員,"$14,000-$20,000/按月",聖保祿學校,"高等教育(大專程度或以上),廣東話一般;普通話一般;英語一般","3年相關工作經驗;職業技能:熟悉Microsoft的產品及技術,如Windows,MSSQL,IIS等。精通JavaScript,HTML,CSS,C++等開發技術",負責新專案開發、維護和優化已有的專案
電腦技術員,機電工程,高壓變電設備測試員,"$12,500-$12,500/按月",毅能機電顧問工程有限公司,"高中教育,廣東話良好;普通話良好;略懂英語",3年相關工作經驗,主要負責高壓變電設備測試，主要包括:高壓110KV&11KV絕緣體開關高壓測試，110/11KV變壓器及配電櫃的絕緣、耐壓、變比、電阻、油板等測試，11KV變壓器、電抗器、電容及電容櫃絕緣耐壓等測試。
電腦技術員,機電工程,低壓繼電測試員,"$12,000-$12,000/按月",毅能機電顧問工程有限公司,"高中教育,廣東話良好;普通話良好;略懂英語",3年相關工作經驗,主要負責低壓繼電測試，主要包括：線路測試，110KV/11KV GIS 開關櫃繼電器 / 11KV配電櫃繼電器測試，變壓器測試，檢驗，校對繼電保護裝置，校對繼電保護整定值等等。
衛生服務助理,中學,學校健康促進人員,"$18,000-$20,000/按月",嘉諾撒聖心英文中學,"高等教育,具備醫學、護理學、預防醫學、衛生教育、中醫學或相關學科範疇。,廣東話良好;英語一般",專業資格:具備相關的高等專科或以上學歷人士。,負責學校衛生和健康工作。
衛生服務助理,長者綜合服務中心,衛生服務助理員,"$12,600-$12,900/按月",恩暉長者綜合服務中心,"職業技術教育,護理中專畢業或以上 ,廣東話良好",,執行有關護理、復康和照顧計劃內所要求的內容；整理醫療用品存貨量清單，確保所有急救和醫療護理的物品與設備存貨量充足並運作正常；督導或指導適當的護理職務。
衛生服務助理,長者綜合服務中心,衛生服務助理員,"$12,600-$12,900/按月",恩暉長者綜合服務中心,"職業技術教育,護理中專畢業或以上 ,廣東話良好",,執行有關護理、復康和照顧計劃內所要求的內容；整理醫療用品存貨量清單，確保所有急救和醫療護理的物品與設備存貨量充足並運作正常；督導或指導適當的護理職務。
衛生服務助理,社會服務,健康照護員,"$10,340/按月",澳門循道衛理聯合教會社會服務處灣晴居,"初中教育,廣東話良好",1年相關工作經驗;專業資格:具相關經驗優先,1、負責擔任院捨的當值工作，以確保院友安全。 2、負責藥物管理工作（包括派藥給院友及準備藥物） 3、執行護士所訂的護理計劃
物理技術員,教育,研究人員/博士後研究人員,"$20,000-$50,000/按月",澳門科技大學,"高等教育,太空科學/中醫藥/中西醫學/食品安全/生物科技/資訊科技及其他專業研究範疇,廣東話良好;普通話良好;英語良好",專業資格:具優秀碩士學位或以上學歷,1. 確定研究方向和研究課題； 2. 進行研究的總體設計，包括確定研究的技術路綫與方法； 3. 發表研究論文，申請專利，以促進科研成果的應用； 4. 帶領研究助理開展學術研究及相關活動。 5. 參加學術會議，進行學術報告，促進學術合作及交流。
醫療助理,貿易,獸醫助理,"$15,000/按月",東 咸 美 頓 貿 易 有 限 公 司,"高等教育,廣東話良好;普通話一般;英語良好",2年相關工作經驗,負責恊助獸醫醫生工作
醫療助理,教會,健康照護員,"$10,340/按月",澳門循道衛理聯合教會,"初中教育,廣東話良好","1年相關工作經驗;專業資格:完成社工局指定的健康照護員培訓課程, 或具備中專程度的護理培訓",1. 負責擔任院舍的當值工作，以確保長者安全； 2. 負責藥物管理工作(包括派藥給長者及準備藥物) 3. 執行護士所訂的護理計劃
肉類切割技工,貿易及批發,凍肉切割員,"$12,000-$13,000/按月",盈灃食品供應有限公司,"不論學歷,廣東話良好",2年相關工作經驗,負責凍肉切割
肉類切割技工,食品及飲品工業,資深肉類切割員,"$10,000-$12,000/按月",安得利澳門飲食服務有限公司,"不論學歷,廣東話良好;普通話一般;略懂葡語;略懂英語",3年相關工作經驗,負責凍肉切割及包裝工作；需體力勞動
酒管事,,品酒師,"$11,800-$11,800/按月",法國紅酒學會,"高等教育,廣東話良好;普通話良好;英語良好",2年相關工作經驗;專業資格:熟悉葡萄酒知識；有組織及清晰表達能力；擅於與人溝通,制定、執行、組織、主持各類品酒推廣活動計劃；儲存及管理葡萄酒
行政總廚,酒店,行政助理總廚,"$45,000-$70,000/按月",澳門喜來登大酒店,"初中教育,廣東話良好;普通話良好;英語一般",5年相關工作經驗,協助廚藝總監管理各廚房的日常運作及營運成本預算，確保運作順利與高效，並需參與餐廳的日常經營； 監管、執行廚房的出品品質與衛生均符合萬豪國際集團及衛生部門之標準； 協助研發新的餐飲菜式及餐單，以持續迎合顧客的需求； 負責廚藝部的人員招聘及工作時間表編排，以確保部門運作順利； 為廚藝部人員提供所需的專業培訓，以提升廚藝人員的烹飪、食材處理等技巧； 需執行其他同類職務及協調其他工作人員。
行政總廚,酒店,助理行政總廚,"$40,000/按月",澳門雅辰酒店,"高等教育,廣東話一般;普通話一般;英語良好",5年相關工作經驗;專業資格:具備五星級酒店廚房管理工作經驗。,負責廚房的衛生及安全管理，食品的營養和品質的安全管理，成本控制及員工培訓等工作。
行政總廚,酒店,中餐行政總廚,"$40,000-$45,000/按月",Grand Coloane Resort,"高等教育,酒店管理或餐飲相關,廣東話良好;普通話良好;英語良好",20年相關工作經驗,(1) 全面負責餐飲部廚房內的人員管理和烹妊工作，保持酒店的餐飲特色，提高廚師技術水平。 (2) 負責控制食品成本，組織中餐廚房完成月、季、年度工作計劃，以及工作總結。 (3) 在做到穩定和不斷提高出品質量的基礎上進行創新，改進和提高烹調方法、技術水平，並與各部門保持良好聯繫。
行政總廚,酒店及飲食,日本餐廳-助理總廚,"$35,000-$40,000/按月",天福集團有限公司,"高等教育,廣東話良好;普通話一般;英語良好",5年相關工作經驗,負責餐廳廚房的運作，協助上司管理廚師團隊，控制出品品質，製作菜單等。
行政總廚,酒店,總廚,"$33,000-$53,000/按月",澳門喜來登大酒店,"高中教育,廣東話良好;普通話一般;英語一般",5年相關工作經驗;專業資格:熟悉監控廚房的衛生標準，提供所需的行政與運作支援，負責培訓屬下員工的工作知識與技能,• 協助行政助理總廚管理和監督廚藝部的日常運作並確保能高效營運； • 協助監督廚房的食材、食品的出品質素及衛生，以確保符合萬豪國際集團的全球性標準； • 協助行政助理總廚定期及按照餐飲推銷計劃研發具商機的新菜餚； • 根據部門預算及實際運營需要為廚房采購價格相宜之時令食材； • 負責廚房的人員招聘、工作時間表編排及工作表現評估，並適時向廚藝部本地人員提供所需的專業知識及技能的培訓，以確保廚房的運作順暢； • 需執行其他同類職務及協調其他工作人員。
行政總廚,外賣店,製作總監,"$30,000/按月",熙佳日本（澳門）一人有限公司,"高中教育,廣東話良好",1年相關工作經驗,負責進出口冰淇淋的製作與監督工作。
行政總廚,餐飲集團,中廚總監,"$25,000-$25,000/按月",丹桂軒,"高中教育,廣東話一般;普通話良好",5年相關工作經驗;專業資格:具有中廚部出品研發、質量監控及中廚部管理工作及店鋪各部門運作協調工作,負責中廚部出品研發、質量監控及中廚部管理工作及店鋪各部門運作協調工作
行政總廚,餐飲集團,點心總監,"$25,000/按月",丹桂軒,"高中教育,廣東話一般;普通話良好",5年相關工作經驗;專業資格:具有粵廣式點心出品研發、質量監管及點心部管理工作等相關經驗。,負責點心出品、質量監管以及點心部管理工作
行政總廚,酒店,西廚助理總廚,"$25,000-$28,000/按月",Artyzen Grand Lapa Macau,"高等教育,廣東話良好;普通話一般;略懂葡語;英語良好",6年相關工作經驗,1. 監督所有廚房員工的表現 2. 負責所有食品的生產、準備和展示，以確保始終保持最高質量 3. 日常檢查廚房區域、冷藏室和設備 4. 負責與助理行政總廚和行政西餐總廚合作製作西餐的招牌菜
行政總廚,餐飲公司,中廚總監,"$25,000-$25,000/按月",銀河丹桂軒餐飲管理有限公司,"高中教育,廣東話良好;普通話良好;略懂英語",5年相關工作經驗;專業資格:具有中廚部出品質量監控及運作管理，店鋪人事管理及各項運作協調工作,負責中廚部出品質量監控及運作管理，店鋪人事管理及各項運作協調工作
行政總廚,餐飲,廚師長,"$22,000-$22,500/按月",金悅軒海鮮城,"不論學歷,廣東話一般;普通話一般",3年相關工作經驗,
行政總廚,酒店,行政副主廚 - 印度、東南亞西廚,"$20,000/按月",麗景灣藝術酒店,"高中教育,廣東話良好;普通話一般;英語一般",5年相關工作經驗,研發西式料理的菜單，並進行食材的準備、處理及烹調，烹飪印度、東南亞美食為主，管理並監督廚房內所有相關工作。
行政總廚,餐飲,總廚,"$15,000-$16,000/按月",協成海鮮火鍋（新濠天地店）,"不論學歷,廣東話一般;普通話一般",2年相關工作經驗,負責處理店鋪廚房一切運營，成本控制，全權做決策，下達安排指令，管理員工執行，處理事情等工作
行政總廚,中式美食（有堂食）,廚師長,"$15,000/按月",兜兜火鍋專門店,"不論學歷,廣東話良好",5年相關工作經驗,負責廚房部門的運營、管理，菜品的創新等
行政總廚,餐飲,行政總廚,"$14,000-$14,500/按月",協成海鮮火鍋（大中華店）,"不論學歷,廣東話一般;普通話一般",2年相關工作經驗,
行政總廚,食店,行政總廚,"$14,000-$14,500/按月",東國海鮮火鍋城,"初中教育,廣東話良好;普通話一般",1年相關工作經驗,負責廚房的工作管理、組織和指揮烹調工作確保出品品質達標，根據餐廳特點和要求制定有關菜餚等工作。
行政總廚,食品及飲品工業,主廚,"$13,000/按月",紅食品製造廠,"高等教育,廣東話良好;普通話良好;略懂葡語;英語良好",8年相關工作經驗,統籌廚房工作
管事員,餐廳,管事員,"$10,000/按月",玫瑰園,"小學教育,廣東話一般",1年相關工作經驗,清洗所有餐具器皿
麵包師,食品廠,烘焙師,"$15,000-$16,000/按月",萬豪軒食品廠,"高中教育,廣東話良好;英語一般",3年相關工作經驗;專業資格:有烘焙證書優先考慮,"負責蛋糕, 麵包, 甜品等烘焙工作"
麵包師,麵包店,麵包師,"$12,000-$13,999/按月",安德魯潮流創意麵包坊,"高等教育,烘焙學歷或工作實踐(麵包、蛋糕)或烹飪,廣東話良好;略懂普通話;英語一般",5年相關工作經驗,公司的產品生產工作，對生產產品改良和工作方法改善有提議和建議等。
